Date_french_format,Number,Stage,Site,Transect
29/02/2024,3305,Recruit,S9,T3
29/02/2024,3306,Recruit,S9,T3
29/02/2024,3307,Juvenile,S9,T3
29/02/2024,3308,Recruit,S9,T3
29/02/2024,3309,Recruit,S9,T3
29/02/2024,3310,Recruit,S9,T3
29/02/2024,3311,Recruit,S9,T3
29/02/2024,3312,Recruit,S9,T3
29/02/2024,3313,Recruit,S9,T3
29/02/2024,3314,Recruit,S9,T3
29/02/2024,3315,Recruit,S9,T3
29/02/2024,3316,Recruit,S9,T3
29/02/2024,3317,Recruit,S9,T3
29/02/2024,3318,Recruit,S9,T3
29/02/2024,3319,Recruit,S9,T3
29/02/2024,3320,Recruit,S9,T3
29/02/2024,3321,Recruit,S9,T3
29/02/2024,3322,Recruit,S9,T3
29/02/2024,3323,Recruit,S9,T3
29/02/2024,3324,Recruit,S9,T3
29/02/2024,3325,Recruit,S9,T3
29/02/2024,3326,Recruit,S9,T3
29/02/2024,3327,Recruit,S9,T3
29/02/2024,3328,Recruit,S9,T3
29/02/2024,3329,Recruit,S9,T3
29/02/2024,3330,Recruit,S9,T3
29/02/2024,3331,Recruit,S9,T3
29/02/2024,3333,Recruit,S9,T3
29/02/2024,3336,Recruit,S9,T3
29/02/2024,3337,Recruit,S9,T3
29/02/2024,3338,Recruit,S9,T3
29/02/2024,3339,Recruit,S9,T3
29/02/2024,3340,Adult,S9,T3
29/02/2024,3341,Recruit,S9,T3
29/02/2024,3342,Recruit,S9,T3
29/02/2024,3343,Recruit,S9,T3
29/02/2024,3344,Recruit,S9,T3
29/02/2024,3345,Recruit,S9,T3
29/02/2024,3346,Recruit,S9,T3
29/02/2024,3347,Juvenile,S9,T3
29/02/2024,3348,Recruit,S9,T3
29/02/2024,3349,Recruit,S9,T3
29/02/2024,3350,Recruit,S9,T3
28/02/2024,3225,Recruit,S18,T3
28/02/2024,3226,Recruit,S18,T3
28/02/2024,3227,Recruit,S18,T3
28/02/2024,3229,Adult,S18,T3
28/02/2024,3231,Recruit,S18,T3
28/02/2024,3232,Adult,S18,T3
28/02/2024,3233,Recruit,S18,T3
28/02/2024,3234,Recruit,S18,T3
28/02/2024,3235,Recruit,S18,T3
28/02/2024,3238,Adult,S18,T3
28/02/2024,3239,Recruit,S18,T3
28/02/2024,3240,Recruit,S18,T3
28/02/2024,3253,Recruit,S18,T3
28/02/2024,3254,Adult,S18,T3
28/02/2024,3255,Adult,S18,T3
28/02/2024,3256,Recruit,S18,T3
28/02/2024,3257,Recruit,S18,T3
28/02/2024,3258,Recruit,S18,T3
28/02/2024,3259,Recruit,S18,T3
28/02/2024,3260,Adult,S18,T3
28/02/2024,3261,Recruit,S18,T3
28/02/2024,3262,Adult,S18,T3
28/02/2024,3263,Adult,S18,T3
28/02/2024,3264,Recruit,S18,T3
28/02/2024,3265,Adult,S18,T3
28/02/2024,3266,Adult,S18,T3
28/02/2024,3267,Recruit,S18,T3
28/02/2024,3268,Adult,S18,T3
28/02/2024,3269,Adult,S18,T3
28/02/2024,3270,Adult,S18,T3
28/02/2024,3271,Adult,S18,T3
28/02/2024,3272,Recruit,S18,T3
28/02/2024,3273,Adult,S18,T3
28/02/2024,3274,Recruit,S18,T3
28/02/2024,3275,Adult,S18,T3
28/02/2024,3276,Recruit,S18,T3
28/02/2024,3277,Adult,S18,T3
28/02/2024,3278,Adult,S18,T3
28/02/2024,3279,Recruit,S18,T3
28/02/2024,3280,Adult,S18,T3
28/02/2024,3281,Juvenile,S18,T3
28/02/2024,3282,Adult,S18,T3
28/02/2024,3283,Adult,S18,T3
28/02/2024,3284,Recruit,S18,T3
28/02/2024,3285,Adult,S18,T3
28/02/2024,3286,Adult,S18,T3
28/02/2024,3287,Juvenile,S18,T3
28/02/2024,3288,Adult,S18,T3
28/02/2024,3289,Recruit,S18,T3
28/02/2024,3290,Adult,S18,T3
28/02/2024,3291,Adult,S18,T3
3/3/24,3332,Adult,S12,T1
3/3/24,3334,Adult,S12,T1
3/3/24,3335,Adult,S12,T1
3/3/24,3351,Adult,S12,T1
3/3/24,3352,Adult,S12,T1
3/3/24,3353,Recruit,S12,T1
3/3/24,3354,Recruit,S12,T1
3/3/24,3355,Adult,S12,T1
3/3/24,3356,Recruit,S12,T1
3/3/24,3357,Recruit,S12,T1
3/3/24,3358,Adult,S12,T1
3/3/24,3359,Recruit,S12,T1
3/3/24,3360,Recruit,S12,T1
3/3/24,3361,Recruit,S12,T1
3/3/24,3362,Juvenile,S12,T1
3/3/24,3363,Recruit,S12,T1
3/3/24,3364,Recruit,S12,T1
3/3/24,3365,Adult,S12,T1
3/3/24,3366,Adult,S12,T1
3/3/24,3367,Adult,S12,T1
3/3/24,3368,Recruit,S12,T1
3/3/24,3369,Recruit,S12,T1
3/3/24,3370,Recruit,S12,T1
3/3/24,3371,Adult,S12,T1
3/3/24,3372,Juvenile,S12,T1
3/3/24,3373,Recruit,S12,T1
3/3/24,3374,Adult,S12,T1
3/3/24,3375,Adult,S12,T1
3/3/24,3376,Recruit,S12,T1
3/3/24,3377,Recruit,S12,T1
3/3/24,3378,Adult,S12,T1
3/3/24,3379,Adult,S12,T1
3/3/24,3380,Adult,S12,T1
3/3/24,3381,Adult,S12,T1
3/3/24,3382,Adult,S12,T1
3/3/24,3383,Adult,S12,T1
3/3/24,3384,Adult,S12,T1
3/3/24,3385,Adult,S12,T1
3/3/24,3386,Recruit,S12,T1
3/3/24,3387,Adult,S12,T1
3/3/24,3388,Recruit,S12,T1
3/3/24,3389,Recruit,S12,T1
3/3/24,3390,Recruit,S12,T1
3/3/24,3391,Juvenile,S12,T1
3/3/24,3392,Adult,S12,T1
3/3/24,3393,Adult,S12,T1
3/3/24,3394,Recruit,S12,T1
3/3/24,3395,Recruit,S12,T1
3/3/24,3396,Recruit,S12,T1
3/3/24,3397,Recruit,S12,T1
3/3/24,3398,Adult,S12,T1
3/3/24,3399,Adult,S12,T1
3/3/24,3400,Recruit,S12,T1
3/3/24,3401,Recruit,S12,T1
3/3/24,3402,Recruit,S12,T1
3/3/24,3403,Adult,S12,T1
3/3/24,3404,Recruit,S12,T1
3/3/24,3405,Recruit,S12,T1
3/3/24,3406,Adult,S12,T1
3/3/24,3407,Recruit,S12,T1
3/3/24,3408,Adult,S12,T1
3/3/24,3409,Adult,S12,T1
3/3/24,3410,Adult,S12,T1
3/3/24,3411,Adult,S12,T1
3/3/24,3412,Recruit,S12,T1
3/3/24,3413,Adult,S12,T1
3/3/24,3414,Adult,S12,T1
3/3/24,3415,Recruit,S12,T1
3/3/24,3416,Recruit,S12,T1
3/3/24,3417,Adult,S12,T1
3/3/24,3418,Adult,S12,T1
3/3/24,3419,Adult,S12,T1
3/3/24,3420,Recruit,S12,T1
3/3/24,3421,Adult,S12,T1
3/3/24,3422,Recruit,S12,T1
3/3/24,3423,Adult,S12,T1
3/3/24,3424,Adult,S12,T1
3/3/24,3425,Adult,S12,T1
3/3/24,3426,Adult,S12,T1
3/3/24,3427,Recruit,S12,T1
3/3/24,3428,Recruit,S12,T1
3/3/24,3429,Adult,S12,T1
3/3/24,3430,Recruit,S12,T1
3/3/24,3431,Recruit,S12,T1
3/3/24,3432,Adult,S12,T1
3/3/24,3433,Recruit,S12,T1
3/3/24,3434,Recruit,S12,T1
3/3/24,3435,Adult,S12,T1
3/3/24,3436,Adult,S12,T1
3/3/24,3437,Adult,S12,T1
3/3/24,3438,Adult,S12,T1
3/3/24,3439,Adult,S12,T1
3/3/24,3440,Adult,S12,T1
3/3/24,3466,Adult,S12,T1
3/3/24,3467,Adult,S12,T1
3/3/24,3468,Adult,S12,T1
3/3/24,3469,Adult,S12,T1
3/3/24,3470,Adult,S12,T1
19/03/2024,3441,Adult,S12,T2
19/03/2024,3442,Adult,S12,T2
19/03/2024,3443,Adult,S12,T2
19/03/2024,3444,Adult,S12,T2
19/03/2024,3445,Recruit,S12,T2
19/03/2024,3446,Recruit,S12,T2
19/03/2024,3447,Recruit,S12,T2
19/03/2024,3448,Adult,S12,T2
19/03/2024,3449,Recruit,S12,T2
19/03/2024,3450,Recruit,S12,T2
19/03/2024,3451,Recruit,S12,T2
19/03/2024,3452,Adult,S12,T2
19/03/2024,3453,Adult,S12,T2
19/03/2024,3454,Adult,S12,T2
19/03/2024,3455,Adult,S12,T2
19/03/2024,3456,Adult,S12,T2
19/03/2024,3457,Adult,S12,T2
19/03/2024,3458,Adult,S12,T2
19/03/2024,3459,Recruit,S12,T2
19/03/2024,3460,Adult,S12,T2
19/03/2024,3461,Recruit,S12,T2
19/03/2024,3462,Recruit,S12,T2
19/03/2024,3463,Juvenile,S12,T2
19/03/2024,3464,Adult,S12,T2
19/03/2024,3465,Adult,S12,T2
19/03/2024,3471,Recruit,S12,T2
19/03/2024,3472,Recruit,S12,T2
19/03/2024,3473,Recruit,S12,T2
19/03/2024,3474,Recruit,S12,T2
19/03/2024,3475,Adult,S12,T2
19/03/2024,3476,Recruit,S12,T2
19/03/2024,3477,Juvenile,S12,T2
19/03/2024,3478,Adult,S12,T2
19/03/2024,3479,Adult,S12,T2
19/03/2024,3480,Adult,S12,T2
19/03/2024,3481,Recruit,S12,T2
19/03/2024,3482,Adult,S12,T2
19/03/2024,3483,Adult,S12,T2
19/03/2024,3484,Recruit,S12,T2
19/03/2024,3485,Recruit,S12,T2
19/03/2024,3486,Recruit,S12,T2
19/03/2024,3487,Recruit,S12,T2
19/03/2024,3488,Adult,S12,T2
19/03/2024,3489,Adult,S12,T2
19/03/2024,3490,Recruit,S12,T2
19/03/2024,3491,Recruit,S12,T2
19/03/2024,3492,Adult,S12,T2
19/03/2024,3493,Recruit,S12,T2
19/03/2024,3494,Recruit,S12,T2
19/03/2024,3500,Recruit,S12,T2
19/03/2024,3502,Recruit,S12,T2
19/03/2024,3503,Juvenile,S12,T2
19/03/2024,3505,Recruit,S12,T2
19/03/2024,3521,Recruit,S12,T2
19/03/2024,3522,Adult,S12,T2
19/03/2024,3525,Recruit,S12,T2
19/03/2024,3526,Adult,S12,T2
19/03/2024,3527,Recruit,S12,T2
19/03/2024,3528,Recruit,S12,T2
19/03/2024,3529,Adult,S12,T2
19/03/2024,3530,Recruit,S12,T2
19/03/2024,3651,Recruit,S12,T2
19/03/2024,3652,Adult,S12,T2
19/03/2024,3653,Juvenile,S12,T2
19/03/2024,3654,Recruit,S12,T2
19/03/2024,3655,Adult,S12,T2
19/03/2024,3656,Recruit,S12,T2
19/03/2024,3657,Recruit,S12,T2
19/03/2024,3658,Adult,S12,T2
19/03/2024,3659,Adult,S12,T2
19/03/2024,3660,Recruit,S12,T2
19/03/2024,3661,Recruit,S12,T2
19/03/2024,3662,Recruit,S12,T2
19/03/2024,3664,Recruit,S12,T2
19/03/2024,3665,Recruit,S12,T2
19/03/2024,3666,Adult,S12,T2
19/03/2024,3667,Adult,S12,T2
19/03/2024,3668,Adult,S12,T2
19/03/2024,3669,Adult,S12,T2
19/03/2024,3670,Recruit,S12,T2
19/03/2024,3671,Recruit,S12,T2
19/03/2024,3672,Adult,S12,T2
19/03/2024,3673,Juvenile,S12,T2
19/03/2024,3674,Adult,S12,T2
19/03/2024,3675,Adult,S12,T2
19/03/2024,3676,Adult,S12,T2
19/03/2024,3677,Adult,S12,T2
19/03/2024,3678,Adult,S12,T2
19/03/2024,3679,Adult,S12,T2
19/03/2024,3680,Adult,S12,T2
20/03/2024,2912,Recruit,S12,T3
20/03/2024,2914,Recruit,S12,T3
20/03/2024,2915,Adult,S12,T3
20/03/2024,2916,Adult,S12,T3
20/03/2024,2917,Adult,S12,T3
20/03/2024,2918,Recruit,S12,T3
20/03/2024,2919,Recruit,S12,T3
20/03/2024,2920,Recruit,S12,T3
20/03/2024,2921,Recruit,S12,T3
20/03/2024,2924,Recruit,S12,T3
20/03/2024,2925,Adult,S12,T3
20/03/2024,2926,Adult,S12,T3
20/03/2024,3495,Recruit,S12,T3
20/03/2024,3496,Recruit,S12,T3
20/03/2024,3497,Adult,S12,T3
20/03/2024,3498,Recruit,S12,T3
20/03/2024,3499,Adult,S12,T3
20/03/2024,3501,Adult,S12,T3
20/03/2024,3504,Adult,S12,T3
20/03/2024,3506,Recruit,S12,T3
20/03/2024,3507,Adult,S12,T3
20/03/2024,3508,Recruit,S12,T3
20/03/2024,3509,Recruit,S12,T3
20/03/2024,3510,Recruit,S12,T3
20/03/2024,3511,Adult,S12,T3
20/03/2024,3512,Adult,S12,T3
20/03/2024,3513,Recruit,S12,T3
20/03/2024,3514,Adult,S12,T3
20/03/2024,3516,Adult,S12,T3
20/03/2024,3517,Adult,S12,T3
20/03/2024,3518,Recruit,S12,T3
20/03/2024,3519,Recruit,S12,T3
20/03/2024,3520,Recruit,S12,T3
20/03/2024,3523,Adult,S12,T3
20/03/2024,3524,Recruit,S12,T3
20/03/2024,3561,Adult,S12,T3
20/03/2024,3562,Adult,S12,T3
20/03/2024,3563,Recruit,S12,T3
20/03/2024,3564,Adult,S12,T3
20/03/2024,3565,Recruit,S12,T3
20/03/2024,3566,Adult,S12,T3
20/03/2024,3567,Adult,S12,T3
20/03/2024,3568,Adult,S12,T3
20/03/2024,3569,Recruit,S12,T3
20/03/2024,3570,Recruit,S12,T3
20/03/2024,3571,Recruit,S12,T3
20/03/2024,3572,Adult,S12,T3
20/03/2024,3573,Recruit,S12,T3
20/03/2024,3574,Recruit,S12,T3
20/03/2024,3575,Recruit,S12,T3
20/03/2024,3576,Recruit,S12,T3
20/03/2024,3577,Recruit,S12,T3
20/03/2024,3578,Adult,S12,T3
20/03/2024,3579,Adult,S12,T3
20/03/2024,3580,Recruit,S12,T3
20/03/2024,3581,Recruit,S12,T3
20/03/2024,3582,Adult,S12,T3
20/03/2024,3583,Recruit,S12,T3
20/03/2024,3584,Adult,S12,T3
20/03/2024,3585,Recruit,S12,T3
20/03/2024,3586,Recruit,S12,T3
20/03/2024,3587,Adult,S12,T3
20/03/2024,3588,Adult,S12,T3
20/03/2024,3589,Adult,S12,T3
20/03/2024,3590,Adult,S12,T3
20/03/2024,3618,Adult,S12,T3
20/03/2024,3619,Adult,S12,T3
20/03/2024,3620,Recruit,S12,T3
21/03/2024,3353,Adult,S14,T1
21/03/2024,3531,Adult,S14,T1
21/03/2024,3532,Juvenile,S14,T1
21/03/2024,3533,Adult,S14,T1
21/03/2024,3534,Adult,S14,T1
21/03/2024,3535,Recruit,S14,T1
21/03/2024,3536,Adult,S14,T1
21/03/2024,3537,Adult,S14,T1
21/03/2024,3538,Recruit,S14,T1
21/03/2024,3539,Adult,S14,T1
21/03/2024,3540,Recruit,S14,T1
21/03/2024,3541,Adult,S14,T1
21/03/2024,3542,Juvenile,S14,T1
21/03/2024,3543,Recruit,S14,T1
21/03/2024,3544,Recruit,S14,T1
21/03/2024,3545,Recruit,S14,T1
21/03/2024,3546,Adult,S14,T1
21/03/2024,3547,Recruit,S14,T1
21/03/2024,3548,Recruit,S14,T1
21/03/2024,3549,Adult,S14,T1
21/03/2024,3550,Recruit,S14,T1
21/03/2024,3551,Juvenile,S14,T1
21/03/2024,3552,Adult,S14,T1
21/03/2024,3553,NA,S14,T1
21/03/2024,3554,Adult,S14,T1
21/03/2024,3555,Adult,S14,T1
21/03/2024,3556,Adult,S14,T1
21/03/2024,3557,Adult,S14,T1
21/03/2024,3558,Adult,S14,T1
21/03/2024,3559,Adult,S14,T1
21/03/2024,3650.BIS,,S14,T1
21/03/2024,3560,Adult,S14,T1
21/03/2024,3591,Adult,S14,T1
21/03/2024,3592,Recruit,S14,T1
21/03/2024,3593,Adult,S14,T1
21/03/2024,3594,Adult,S14,T1
21/03/2024,3595,Recruit,S14,T1
21/03/2024,3596,Recruit,S14,T1
21/03/2024,3597,Recruit,S14,T1
21/03/2024,3598,Recruit,S14,T1
21/03/2024,3599,Recruit,S14,T1
21/03/2024,3600,Recruit,S14,T1
21/03/2024,3601,Juvenile,S14,T1
21/03/2024,3602,Adult,S14,T1
21/03/2024,3603,Adult,S14,T1
21/03/2024,3604,Adult,S14,T1
21/03/2024,3605,Adult,S14,T1
21/03/2024,3606,Adult,S14,T1
21/03/2024,3607,Adult,S14,T1
21/03/2024,3608,Adult,S14,T1
21/03/2024,3609,Adult,S14,T1
21/03/2024,3610,Adult,S14,T1
21/03/2024,3611,Adult,S14,T1
21/03/2024,3612,Adult,S14,T1
21/03/2024,3613,Adult,S14,T1
21/03/2024,3614,Adult,S14,T1
21/03/2024,3615,Recruit,S14,T1
21/03/2024,3616,Adult,S14,T1
21/03/2024,3617,Adult,S14,T1
21/03/2024,3621,Adult,S14,T1
21/03/2024,3622,Adult,S14,T1
21/03/2024,3623,Adult,S14,T1
21/03/2024,3624,Recruit,S14,T1
21/03/2024,3625,Adult,S14,T1
21/03/2024,3626,Adult,S14,T1
21/03/2024,3627,Adult,S14,T1
21/03/2024,3628,Adult,S14,T1
21/03/2024,3629,Adult,S14,T1
21/03/2024,3630,Adult,S14,T1
21/03/2024,3631,Recruit,S14,T1
21/03/2024,3632,Recruit,S14,T1
21/03/2024,3633,Recruit,S14,T1
21/03/2024,3634,Recruit,S14,T1
21/03/2024,3635,Recruit,S14,T1
21/03/2024,3636,Recruit,S14,T1
21/03/2024,3637,Adult,S14,T1
21/03/2024,3638,Recruit,S14,T1
21/03/2024,3639,Adult,S14,T1
21/03/2024,3640,Adult,S14,T1
21/03/2024,3641,Adult,S14,T1
21/03/2024,3642,Recruit,S14,T1
21/03/2024,3643,Recruit,S14,T1
21/03/2024,3644,Juvenile,S14,T1
21/03/2024,3645,Adult,S14,T1
21/03/2024,3646,Adult,S14,T1
21/03/2024,3647,Juvenile,S14,T1
21/03/2024,3648,Adult,S14,T1
21/03/2024,3649,Adult,S14,T1
21/03/2024,3650,Adult,S14,T1
21/03/2024,3706,Adult,S14,T1
21/03/2024,3707,Adult,S14,T1
21/03/2024,3708,Recruit,S14,T1
21/03/2024,3709,Recruit,S14,T1
21/03/2024,3710,Adult,S14,T1
21/03/2024,3711,Recruit,S14,T1
21/03/2024,3712,Adult,S14,T1
21/03/2024,3713,Juvenile,S14,T1
21/03/2024,3714,Adult,S14,T1
21/03/2024,3715,Adult,S14,T1
21/03/2024,3716,Recruit,S14,T1
21/03/2024,3717,Adult,S14,T1
21/03/2024,3718,Adult,S14,T1
21/03/2024,3719,Adult,S14,T1
21/03/2024,3720,Recruit,S14,T1
21/03/2024,3721,Recruit,S14,T1
21/03/2024,3722,Recruit,S14,T1
21/03/2024,3723,Recruit,S14,T1
21/03/2024,3724,Adult,S14,T1
21/03/2024,3725,Adult,S14,T1
21/03/2024,3726,Adult,S14,T1
21/03/2024,3727,Adult,S14,T1
21/03/2024,3728,Adult,S14,T1
21/03/2024,3729,Adult,S14,T1
21/03/2024,3730,Recruit,S14,T1
21/03/2024,3731,Adult,S14,T1
21/03/2024,3732,Adult,S14,T1
22/03/2024,3681,Adult,S14,T2
22/03/2024,3682,Recruit,S14,T2
22/03/2024,3683,Adult,S14,T2
22/03/2024,3684,Adult,S14,T2
22/03/2024,3685,Adult,S14,T2
22/03/2024,3686,Adult,S14,T2
22/03/2024,3687,Recruit,S14,T2
22/03/2024,3688,Adult,S14,T2
22/03/2024,3689,Juvenile,S14,T2
22/03/2024,3690,Recruit,S14,T2
22/03/2024,3691,Recruit,S14,T2
22/03/2024,3692,Adult,S14,T2
22/03/2024,3693,Adult,S14,T2
22/03/2024,3694,Adult,S14,T2
22/03/2024,3695,Adult,S14,T2
22/03/2024,3696,Recruit,S14,T2
22/03/2024,3697,Recruit,S14,T2
22/03/2024,3698,Adult,S14,T2
22/03/2024,3699,Recruit,S14,T2
22/03/2024,3700,Adult,S14,T2
22/03/2024,3701,Adult,S14,T2
22/03/2024,3702,Adult,S14,T2
22/03/2024,3703,Adult,S14,T2
22/03/2024,3704,Adult,S14,T2
22/03/2024,3705,Adult,S14,T2
22/03/2024,3733,Recruit,S14,T2
22/03/2024,3734,Recruit,S14,T2
22/03/2024,3735,Adult,S14,T2
22/03/2024,3736,Adult,S14,T2
22/03/2024,3737,Adult,S14,T2
22/03/2024,3738,Adult,S14,T2
22/03/2024,3739,Recruit,S14,T2
22/03/2024,3740,Recruit,S14,T2
22/03/2024,3741,Adult,S14,T2
22/03/2024,3742,Recruit,S14,T2
22/03/2024,3743,Adult,S14,T2
22/03/2024,3744,Adult,S14,T2
22/03/2024,3745,Recruit,S14,T2
22/03/2024,3746,Juvenile,S14,T2
22/03/2024,3747,Recruit,S14,T2
22/03/2024,3748,Recruit,S14,T2
22/03/2024,3749,Adult,S14,T2
22/03/2024,3750,Juvenile,S14,T2
22/03/2024,3751,Recruit,S14,T2
22/03/2024,3752,Adult,S14,T2
22/03/2024,3753,Adult,S14,T2
22/03/2024,3754,Recruit,S14,T2
22/03/2024,3755,Recruit,S14,T2
22/03/2024,3756,Adult,S14,T2
22/03/2024,3757,Adult,S14,T2
22/03/2024,3758,Recruit,S14,T2
22/03/2024,3759,Adult,S14,T2
22/03/2024,3760,Recruit,S14,T2
22/03/2024,3761,Adult,S14,T2
22/03/2024,3762,Adult,S14,T2
22/03/2024,3763,Recruit,S14,T2
22/03/2024,3764,Recruit,S14,T2
22/03/2024,3765,Adult,S14,T2
22/03/2024,3766,Adult,S14,T2
22/03/2024,3767,Juvenile,S14,T2
22/03/2024,3768,Recruit,S14,T2
22/03/2024,3769,Adult,S14,T2
22/03/2024,3770,Recruit,S14,T2
22/03/2024,3771,Adult,S14,T2
22/03/2024,3772,Juvenile,S14,T2
25/03/2024,3818,Adult,S14,T2
22/03/2024,3833,Adult,S14,T2
22/03/2024,3834,Adult,S14,T2
22/03/2024,3834,Adult,S14,T2
22/03/2024,3835,Adult,S14,T2
22/03/2024,3836,Adult,S14,T2
22/03/2024,3837,Adult,S14,T2
22/03/2024,3838,Adult,S14,T2
22/03/2024,3839,Recruit,S14,T2
22/03/2024,3840,Adult,S14,T2
22/03/2024,3841,Adult,S14,T2
22/03/2024,3842,Adult,S14,T2
22/03/2024,3843,Adult,S14,T2
22/03/2024,3844,Adult,S14,T2
22/03/2024,3845,Recruit,S14,T2
22/03/2024,3846,Adult,S14,T2
22/03/2024,3847,Adult,S14,T2
22/03/2024,3848,Adult,S14,T2
22/03/2024,3849,Adult,S14,T2
22/03/2024,3850,Recruit,S14,T2
22/03/2024,3851,Recruit,S14,T2
22/03/2024,3852,Adult,S14,T2
22/03/2024,3853,Adult,S14,T2
22/03/2024,3854,Adult,S14,T2
22/03/2024,3855,Juvenile,S14,T2
22/03/2024,3856,Recruit,S14,T2
22/03/2024,3857,Adult,S14,T2
22/03/2024,3858,Recruit,S14,T2
22/03/2024,3859,Adult,S14,T2
22/03/2024,3860,Recruit,S14,T2
22/03/2024,3861,Adult,S14,T2
22/03/2024,3862,Recruit,S14,T2
22/03/2024,3863,Adult,S14,T2
22/03/2024,3864,Adult,S14,T2
22/03/2024,3865,Adult,S14,T2
22/03/2024,3866,Adult,S14,T2
22/03/2024,3867,Adult,S14,T2
22/03/2024,3868,Adult,S14,T2
22/03/2024,3869,Adult,S14,T2
22/03/2024,3870,Adult,S14,T2
22/03/2024,3871,Adult,S14,T2
22/03/2024,3872,Recruit,S14,T2
22/03/2024,3873,Adult,S14,T2
22/03/2024,3874,Recruit,S14,T2
22/03/2024,3875,Adult,S14,T2
22/03/2024,3876,Recruit,S14,T2
22/03/2024,3877,Adult,S14,T2
22/03/2024,3878,Adult,S14,T2
22/03/2024,3879,Adult,S14,T2
22/03/2024,3880,Adult,S14,T2
22/03/2024,3881,Adult,S14,T2
22/03/2024,3882,Recruit,S14,T2
22/03/2024,3883,Recruit,S14,T2
22/03/2024,3884,Recruit,S14,T2
22/03/2024,3885,Adult,S14,T2
22/03/2024,3886,Adult,S14,T2
22/03/2024,3887,Adult,S14,T2
22/03/2024,3888,Adult,S14,T2
22/03/2024,3889,Adult,S14,T2
25/03/2024,3773,Adult,S14,T3
25/03/2024,3774,Adult,S14,T3
25/03/2024,3775,Adult,S14,T3
25/03/2024,3776,Juvenile,S14,T3
25/03/2024,3777,Adult,S14,T3
25/03/2024,3778,Adult,S14,T3
25/03/2024,3779,Adult,S14,T3
25/03/2024,3780,Adult,S14,T3
25/03/2024,3781,Adult,S14,T3
25/03/2024,3782,Adult,S14,T3
25/03/2024,3783,Adult,S14,T3
25/03/2024,3784,Adult,S14,T3
25/03/2024,3785,Adult,S14,T3
25/03/2024,3786,Adult,S14,T3
25/03/2024,3787,Recruit,S14,T3
25/03/2024,3788,Adult,S14,T3
25/03/2024,3789,Adult,S14,T3
25/03/2024,3790,Adult,S14,T3
25/03/2024,3791,Adult,S14,T3
25/03/2024,3792,Adult,S14,T3
25/03/2024,3793,Recruit,S14,T3
25/03/2024,3794,Adult,S14,T3
25/03/2024,3795,Adult,S14,T3
25/03/2024,3796,Adult,S14,T3
25/03/2024,3797,Adult,S14,T3
25/03/2024,3798,Adult,S14,T3
25/03/2024,3799,Adult,S14,T3
25/03/2024,3800,Adult,S14,T3
25/03/2024,3801,Adult,S14,T3
25/03/2024,3802,Adult,S14,T3
25/03/2024,3803,Adult,S14,T3
25/03/2024,3804,Adult,S14,T3
25/03/2024,3805,Recruit,S14,T3
25/03/2024,3806,Adult,S14,T3
25/03/2024,3807,Adult,S14,T3
25/03/2024,3808,Recruit,S14,T3
25/03/2024,3809,Recruit,S14,T3
25/03/2024,3810,Recruit,S14,T3
25/03/2024,3811,Adult,S14,T3
25/03/2024,3812,Adult,S14,T3
25/03/2024,3813,Adult,S14,T3
25/03/2024,3814,Adult,S14,T3
25/03/2024,3815,Adult,S14,T3
25/03/2024,3816,Adult,S14,T3
25/03/2024,3817,Adult,S14,T3
25/03/2024,3818,Recruit,S14,T3
25/03/2024,3819,Recruit,S14,T3
25/03/2024,3820,Juvenile,S14,T3
25/03/2024,3821,Adult,S14,T3
25/03/2024,3822,Adult,S14,T3
25/03/2024,3823,Adult,S14,T3
25/03/2024,3824,Adult,S14,T3
25/03/2024,3825,Adult,S14,T3
25/03/2024,3826,Adult,S14,T3
25/03/2024,3827,Recruit,S14,T3
25/03/2024,3828,Juvenile,S14,T3
25/03/2024,3829,Adult,S14,T3
25/03/2024,3830,Adult,S14,T3
25/03/2024,3831,Adult,S14,T3
25/03/2024,3832,Adult,S14,T3
25/03/2024,3890,Recruit,S14,T3
25/03/2024,3891,Adult,S14,T3
25/03/2024,3892,Adult,S14,T3
25/03/2024,3893,Adult,S14,T3
25/03/2024,3894,Adult,S14,T3
25/03/2024,3895,Adult,S14,T3
25/03/2024,3896,Adult,S14,T3
25/03/2024,3897,Adult,S14,T3
25/03/2024,3898,Adult,S14,T3
25/03/2024,3899,Recruit,S14,T3
25/03/2024,3900,Adult,S14,T3
25/03/2024,3901,Recruit,S14,T3
25/03/2024,3902,Recruit,S14,T3
25/03/2024,3903,Recruit,S14,T3
25/03/2024,3904,Recruit,S14,T3
25/03/2024,3905,Adult,S14,T3
25/03/2024,3906,Recruit,S14,T3
25/03/2024,3907,Juvenile,S14,T3
25/03/2024,3908,Recruit,S14,T3
25/03/2024,3909,Adult,S14,T3
25/03/2024,3910,Juvenile,S14,T3
25/03/2024,3911,Adult,S14,T3
25/03/2024,3912,Adult,S14,T3
25/03/2024,3913,Juvenile,S14,T3
25/03/2024,3914,Recruit,S14,T3
25/03/2024,3915,Recruit,S14,T3
25/03/2024,3916,Recruit,S14,T3
25/03/2024,3917,Adult,S14,T3
25/03/2024,3918,Recruit,S14,T3
25/03/2024,3919,Recruit,S14,T3
25/03/2024,3925,Juvenile,S14,T3
25/03/2024,3926,Recruit,S14,T3
25/03/2024,3927,Adult,S14,T3
25/03/2024,3928,Adult,S14,T3
25/03/2024,3929,Adult,S14,T3
25/03/2024,3930,Adult,S14,T3
