Year,Site,Habitat,Genus,Dry_Weight,C,H,N,CN_ratio,Comment
2007,LTER_4,Reefcrest,Sargassum,2270,31.22,3.83,1.12,27.86,NA
2007,LTER_4,Reefcrest,Sargassum,2166,31.82,4.24,0.92,34.56,NA
2007,LTER_4,Reefcrest,Sargassum,2188,35.5,4.93,0.98,36.33,NA
2007,LTER_4,Reefcrest,Sargassum,2110,34.87,4.81,1.04,33.67,NA
2007,LTER_4,Reefcrest,Sargassum,2118,34.67,4.49,1.05,33.1,NA
2007,LTER_4,Reefcrest,Sargassum,2144,37.08,5.04,0.88,42.33,NA
2007,LTER_4,Reefcrest,Sargassum,2116,31.99,4.02,0.93,34.33,NA
2007,LTER_4,Reefcrest,Sargassum,2215,35.44,4.84,0.64,55.27,NA
2007,LTER_4,Reefcrest,Turbinaria,2116,29.29,3.64,0.67,43.84,NA
2007,LTER_4,Reefcrest,Turbinaria,2066,31.52,4.19,0.67,47.27,NA
2007,LTER_4,Reefcrest,Turbinaria,2068,30.57,3.9,0.75,40.6,NA
2007,LTER_4,Reefcrest,Turbinaria,2039,30.06,3.81,0.78,38.47,NA
2007,LTER_4,Reefcrest,Turbinaria,2066,31.26,4.04,0.64,49.02,NA
2007,LTER_4,Reefcrest,Turbinaria,2116,29.92,3.76,0.54,55.04,NA
2007,LTER_4,Reefcrest,Turbinaria,2019,31.26,3.98,0.75,41.48,NA
2007,LTER_4,Reefcrest,Turbinaria,2043,29.73,3.7,0.49,60.36,NA
2007,LTER_4,Reefcrest,Turbinaria,2039,32.49,4.17,0.73,44.25,NA
2007,LTER_4,Reefcrest,Turbinaria,1961,30.9,3.92,0.47,65.7,NA
2007,LTER_5,Fringing,Turbinaria,2090,30.1,3.93,0.84,35.7,NA
2007,LTER_5,Fringing,Turbinaria,2055,31.33,4.16,0.67,47.11,NA
2007,LTER_5,Fringing,Turbinaria,1916,30.01,3.82,0.73,41,NA
2007,LTER_5,Fringing,Turbinaria,1952,30.92,3.91,0.9,34.25,NA
2007,LTER_5,Fringing,Turbinaria,2028,27.71,3.48,0.81,34.22,NA
2007,LTER_5,Fringing,Turbinaria,2023,29.56,3.71,0.75,39.6,NA
2007,LTER_5,Fringing,Turbinaria,2270,28.18,3.52,0.91,31.03,NA
2007,LTER_5,Fringing,Turbinaria,2075,28.28,3.4,0.76,37.37,NA
2007,LTER_5,Fringing,Turbinaria,1963,27.7,3.38,0.84,32.87,NA
2007,LTER_5,Reefcrest,Sargassum,2179,34.54,4.62,1.07,32.38,NA
2007,LTER_5,Reefcrest,Sargassum,2288,34.16,4.59,1.17,29.2,NA
2007,LTER_5,Reefcrest,Sargassum,2209,33.55,4.33,1.21,27.81,NA
2007,LTER_5,Reefcrest,Sargassum,2330,33.3,4.42,1.19,27.89,NA
2007,LTER_5,Reefcrest,Sargassum,2225,34.27,4.48,1.06,32.32,NA
2007,LTER_5,Reefcrest,Sargassum,2062,34.92,4.73,0.98,35.66,NA
2007,LTER_5,Reefcrest,Sargassum,2354,35.9,4.57,0.99,36.18,NA
2007,LTER_5,Reefcrest,Sargassum,2132,33.67,4.39,1.39,24.17,NA
2007,LTER_5,Reefcrest,Sargassum,2307,35.31,4.87,1.19,29.78,NA
2007,LTER_5,Reefcrest,Sargassum,2318,34.3,4.52,1.22,28.11,NA
2007,LTER_6,Backreef,Turbinaria,2159,28.97,3.89,0.67,43.52,NA
2007,LTER_6,Backreef,Turbinaria,2024,28.09,3.48,0.82,34.47,NA
2007,LTER_6,Backreef,Turbinaria,2256,27.8,3.58,0.76,36.67,NA
2007,LTER_6,Backreef,Turbinaria,2194,27.81,3.57,0.68,40.94,NA
2007,LTER_6,Backreef,Turbinaria,2158,31.7,4.14,0.77,41.18,NA
2007,LTER_6,Backreef,Turbinaria,2077,29.16,3.63,0.89,32.83,NA
2007,LTER_6,Backreef,Turbinaria,2230,30.17,3.98,0.6,50.53,NA
2007,LTER_6,Backreef,Turbinaria,2282,29.67,3.83,0.81,36.7,NA
2007,LTER_6,Backreef,Turbinaria,2120,27.92,3.51,0.7,39.71,NA
2007,LTER_6,Backreef,Turbinaria,2121,27.98,3.3,0.78,35.72,NA
2007,LTER_6,Fringing,Turbinaria,2321,28.41,3.73,0.86,33.18,NA
2007,LTER_6,Fringing,Turbinaria,2173,30.13,3.98,0.94,31.94,NA
2007,LTER_6,Fringing,Turbinaria,2175,29.09,3.94,1,29.1,NA
2007,LTER_6,Fringing,Turbinaria,2100,30.22,4.07,0.99,30.58,NA
2007,LTER_6,Fringing,Turbinaria,2050,28.45,3.58,0.92,31.1,NA
2007,LTER_6,Fringing,Turbinaria,2173,27.9,3.66,0.73,38.5,NA
2007,LTER_6,Fringing,Turbinaria,2087,29.68,3.98,0.83,35.65,NA
2007,LTER_6,Fringing,Turbinaria,2312,27.26,3.56,0.71,38.49,NA
2007,LTER_6,Fringing,Turbinaria,2078,28.44,3.73,0.73,39.08,NA
2007,LTER_6,Fringing,Turbinaria,2245,27.29,3.67,0.77,35.26,NA
2007,LTER_6,Reefcrest,Sargassum,2105,33.4,4.32,0.96,34.82,NA
2007,LTER_6,Reefcrest,Sargassum,2240,32.47,4.16,1.06,30.79,NA
2007,LTER_6,Reefcrest,Sargassum,2205,35.21,4.76,1.09,32.38,NA
2007,LTER_6,Reefcrest,Sargassum,2195,34.75,4.68,1.18,29.5,NA
2007,LTER_6,Reefcrest,Sargassum,2265,33.63,4.44,0.99,33.92,NA
2007,LTER_6,Reefcrest,Sargassum,2169,34.96,4.73,1.06,32.92,NA
2007,LTER_6,Reefcrest,Sargassum,2290,35.88,4.86,1,35.85,NA
2007,LTER_6,Reefcrest,Sargassum,2170,34.49,4.65,1.08,32,NA
2007,LTER_6,Reefcrest,Sargassum,2127,32.53,4.21,0.94,34.63,NA
2007,LTER_6,Reefcrest,Turbinaria,2391,29.47,3.83,0.58,50.63,NA
2007,LTER_6,Reefcrest,Turbinaria,2166,31.96,4.37,0.67,48.05,NA
2007,LTER_6,Reefcrest,Turbinaria,2142,29.64,3.95,0.6,49.52,NA
2007,LTER_6,Reefcrest,Turbinaria,2275,31.68,4.23,0.64,49.6,NA
2007,LTER_6,Reefcrest,Turbinaria,2381,32.04,4.44,0.66,48.44,NA
2007,LTER_6,Reefcrest,Turbinaria,2354,32.91,4.55,0.73,45,NA
2007,LTER_6,Reefcrest,Turbinaria,2283,29.3,3.83,0.63,46.43,NA
2007,LTER_6,Reefcrest,Turbinaria,2102,28.33,3.76,0.67,42.4,NA
2007,LTER_6,Reefcrest,Turbinaria,2436,31.49,4.03,0.45,70.58,NA
2007,LTER_6,Reefcrest,Turbinaria,2275,29.26,3.84,0.68,42.92,NA
2008,LTER_1,Backreef,Sargassum,2909,33.59,4.9,1.06,31.74,NA
2008,LTER_1,Backreef,Sargassum,2020,33.35,4.86,1.13,29.53,NA
2008,LTER_1,Backreef,Sargassum,2671,32.8,4.76,1.13,29.16,NA
2008,LTER_1,Backreef,Sargassum,2303,28.97,4.18,1.16,24.95,NA
2008,LTER_1,Backreef,Sargassum,1997,33.01,4.79,0.9,36.81,NA
2008,LTER_1,Backreef,Turbinaria,2173,27.87,4,1.38,20.2,NA
2008,LTER_1,Backreef,Turbinaria,2342,24.86,3.45,0.88,28.32,NA
2008,LTER_1,Backreef,Turbinaria,2045,25.95,3.64,0.77,33.87,NA
2008,LTER_1,Backreef,Turbinaria,2057,28.84,3.56,1,28.95,NA
2008,LTER_1,Backreef,Turbinaria,2592,30.6,4.06,0.88,34.69,NA
2008,LTER_1,Backreef,Turbinaria,2787,27.79,3.89,0.82,33.87,NA
2008,LTER_1,Backreef,Turbinaria,2370,27.23,3.7,0.91,30.03,NA
2008,LTER_1,Backreef,Turbinaria,1988,27.43,3.91,0.92,29.9,NA
2008,LTER_1,Backreef,Turbinaria,2546,25.45,3.55,0.87,29.14,NA
2008,LTER_1,Backreef,Turbinaria,2632,26.83,3.78,1.01,26.54,NA
2008,LTER_1,Fringing,Turbinaria,2107,24.87,3.74,0.81,30.81,NA
2008,LTER_1,Fringing,Turbinaria,1895,22.44,3.29,0.76,29.45,NA
2008,LTER_1,Fringing,Turbinaria,2162,29,4.23,0.89,32.64,NA
2008,LTER_1,Fringing,Turbinaria,2210,26.32,3.78,0.86,30.67,NA
2008,LTER_1,Fringing,Turbinaria,2036,27.83,4.05,0.94,29.68,NA
2008,LTER_1,Fringing,Turbinaria,2074,23.18,3.19,0.64,36.05,NA
2008,LTER_1,Fringing,Turbinaria,1971,24.87,3.49,0.96,26.01,NA
2008,LTER_1,Fringing,Turbinaria,2032,28.46,4.03,0.77,36.92,NA
2008,LTER_1,Fringing,Turbinaria,2121,29.21,4.33,0.96,30.32,NA
2008,LTER_1,Fringing,Turbinaria,2070,26.04,3.74,1.17,22.36,NA
2008,LTER_1,Reefcrest,Sargassum,2092,31.2,4.3,1.56,20.01,NA
2008,LTER_1,Reefcrest,Sargassum,2140,29.55,3.82,1.42,20.8,NA
2008,LTER_1,Reefcrest,Sargassum,2180,30.91,3.91,1.11,27.74,NA
2008,LTER_1,Reefcrest,Sargassum,2660,30.47,4.1,0.8,38.19,NA
2008,LTER_1,Reefcrest,Sargassum,2508,31.88,4.57,1.64,19.4,NA
2008,LTER_1,Reefcrest,Sargassum,2730,29.39,4.22,1.48,19.88,NA
2008,LTER_1,Reefcrest,Sargassum,2644,30.69,4.2,1.11,27.56,NA
2008,LTER_1,Reefcrest,Sargassum,2365,33.24,4.22,1.01,32.8,NA
2008,LTER_1,Reefcrest,Sargassum,2931,31.38,4.18,1.41,22.25,NA
2008,LTER_1,Reefcrest,Sargassum,2146,32.89,4.53,1.28,25.8,NA
2008,LTER_1,Reefcrest,Turbinaria,1869,28.36,3.85,0.65,43.75,NA
2008,LTER_1,Reefcrest,Turbinaria,1776,24.02,3.3,0.75,31.91,NA
2008,LTER_1,Reefcrest,Turbinaria,2503,27.64,3.75,0.92,30.1,NA
2008,LTER_1,Reefcrest,Turbinaria,2161,27.78,3.96,0.73,37.84,NA
2008,LTER_1,Reefcrest,Turbinaria,2374,29.67,4.13,0.78,37.84,NA
2008,LTER_1,Reefcrest,Turbinaria,2158,27.72,3.93,0.68,40.57,NA
2008,LTER_1,Reefcrest,Turbinaria,2679,27.69,3.82,0.69,40.39,NA
2008,LTER_1,Reefcrest,Turbinaria,1808,28.06,3.84,0.88,31.73,NA
2008,LTER_1,Reefcrest,Turbinaria,2079,24.46,3.38,0.81,30.38,NA
2008,LTER_1,Reefcrest,Turbinaria,1850,27.87,3.39,0.72,38.93,NA
2008,LTER_2,Backreef,Sargassum,2799,33.32,4.85,1.25,26.63,NA
2008,LTER_2,Backreef,Sargassum,1993,32.93,4.42,1.27,26.02,NA
2008,LTER_2,Backreef,Sargassum,2677,32.16,3.69,1.31,24.6,NA
2008,LTER_2,Backreef,Sargassum,2274,33.23,4.33,1.24,26.79,NA
2008,LTER_2,Backreef,Sargassum,1966,34.38,4.61,1.03,33.45,NA
2008,LTER_2,Backreef,Sargassum,2518,35,4.56,1.15,30.44,NA
2008,LTER_2,Backreef,Sargassum,2871,30.28,4.09,1.43,21.25,NA
2008,LTER_2,Backreef,Sargassum,2167,33.12,4.19,1.07,30.82,NA
2008,LTER_2,Backreef,Turbinaria,2407,28.7,4.08,0.84,34.18,NA
2008,LTER_2,Backreef,Turbinaria,2498,28.43,4.05,3.56,7.98,Caution. Value > 8 s.d.from means of other samples.
2008,LTER_2,Backreef,Turbinaria,2308,30.19,3.82,0.82,37.06,NA
2008,LTER_2,Backreef,Turbinaria,2432,29.13,3.76,1,29.27,NA
2008,LTER_2,Backreef,Turbinaria,2239,28.93,4.14,0.65,44.23,NA
2008,LTER_2,Backreef,Turbinaria,2193,27.97,3.93,1.06,26.39,NA
2008,LTER_2,Backreef,Turbinaria,2094,27.65,3.48,0.87,31.64,NA
2008,LTER_2,Backreef,Turbinaria,2068,29.07,3.29,4.27,6.81,Caution. Value > 8 s.d.from means of other samples.
2008,LTER_2,Backreef,Turbinaria,2278,28.01,3.68,2.44,11.5,Caution. Value > 8 s.d.from means of other samples.
2008,LTER_2,Backreef,Turbinaria,2947,29.22,4.16,0.86,33.98,NA
2008,LTER_2,Fringing,Turbinaria,2798,26.25,3.53,1.05,24.97,NA
2008,LTER_2,Fringing,Turbinaria,2312,25.3,3.53,0.94,26.85,NA
2008,LTER_2,Fringing,Turbinaria,1693,27.39,3.7,1.14,24.09,NA
2008,LTER_2,Fringing,Turbinaria,2488,29.35,4.25,1.1,26.58,NA
2008,LTER_2,Fringing,Turbinaria,2536,25.85,3.8,1.01,25.55,NA
2008,LTER_2,Fringing,Turbinaria,2335,27.53,4.01,0.83,33.19,NA
2008,LTER_2,Fringing,Turbinaria,2485,25.17,3.69,0.84,30.04,NA
2008,LTER_2,Fringing,Turbinaria,2839,26.1,3.81,0.85,30.61,NA
2008,LTER_2,Fringing,Turbinaria,2352,27.29,3.91,0.97,28.21,NA
2008,LTER_2,Fringing,Turbinaria,2199,29.05,4.21,3.3,8.8,Caution. Value > 8 s.d.from means of other samples.
2008,LTER_2,Reefcrest,Sargassum,2421,29.82,3.87,1.04,28.59,NA
2008,LTER_2,Reefcrest,Sargassum,2602,31.39,4.01,1.13,27.74,NA
2008,LTER_2,Reefcrest,Sargassum,2792,34.13,4.43,1,34.07,NA
2008,LTER_2,Reefcrest,Sargassum,2752,31.55,4.17,1.3,24.3,NA
2008,LTER_2,Reefcrest,Sargassum,2379,31.35,4.09,1.13,27.77,NA
2008,LTER_2,Reefcrest,Sargassum,2971,31.15,3.96,0.94,33.1,NA
2008,LTER_2,Reefcrest,Sargassum,2508,29.71,3.81,1.38,21.52,NA
2008,LTER_2,Reefcrest,Sargassum,2833,30.42,3.96,1.29,23.63,NA
2008,LTER_2,Reefcrest,Sargassum,2302,30.26,3.86,1.35,22.44,NA
2008,LTER_2,Reefcrest,Sargassum,2074,33.56,4.65,1.24,27.03,NA
2008,LTER_2,Reefcrest,Turbinaria,2180,27.82,3.72,0.74,37.52,NA
2008,LTER_2,Reefcrest,Turbinaria,2636,29.25,4.14,0.79,37.04,NA
2008,LTER_2,Reefcrest,Turbinaria,2004,30.56,4.01,0.95,32.06,NA
2008,LTER_2,Reefcrest,Turbinaria,2659,28.15,3.97,0.89,31.52,NA
2008,LTER_2,Reefcrest,Turbinaria,2420,28.35,3.7,0.79,36.01,NA
2008,LTER_2,Reefcrest,Turbinaria,2171,29.32,3.57,0.76,38.51,NA
2008,LTER_2,Reefcrest,Turbinaria,2934,28.95,4.18,0.69,42.04,NA
2008,LTER_2,Reefcrest,Turbinaria,1999,30,4.08,0.86,34.98,NA
2008,LTER_2,Reefcrest,Turbinaria,2078,29.86,4.11,0.78,38.1,NA
2008,LTER_2,Reefcrest,Turbinaria,1944,28.28,3.68,0.74,38.37,NA
2008,LTER_3,Backreef,Turbinaria,2408,29.18,4.17,0.81,36.23,NA
2008,LTER_3,Backreef,Turbinaria,2794,29.23,4.26,0.55,53.65,NA
2008,LTER_3,Backreef,Turbinaria,2363,28.15,3.98,0.66,42.68,NA
2008,LTER_3,Backreef,Turbinaria,2039,29.15,3.92,0.83,35.35,NA
2008,LTER_3,Backreef,Turbinaria,2321,29.52,4.14,0.86,34.46,NA
2008,LTER_3,Backreef,Turbinaria,3036,28.35,3.97,0.72,39.62,NA
2008,LTER_3,Backreef,Turbinaria,2583,29.23,3.63,0.98,29.84,NA
2008,LTER_3,Backreef,Turbinaria,2599,29.74,4.16,0.96,31.15,NA
2008,LTER_3,Backreef,Turbinaria,2465,29.8,4.25,0.93,31.99,NA
2008,LTER_3,Backreef,Turbinaria,2377,30.45,4.38,0.91,33.5,NA
2008,LTER_3,Fringing,Turbinaria,2486,28.1,3.48,0.77,36.73,NA
2008,LTER_3,Fringing,Turbinaria,2880,27.58,3.98,0.99,27.9,NA
2008,LTER_3,Fringing,Turbinaria,2574,26.57,3.7,0.84,31.66,NA
2008,LTER_3,Fringing,Turbinaria,2060,28.32,4.04,0.98,28.98,NA
2008,LTER_3,Fringing,Turbinaria,1973,26.09,3.66,0.82,31.77,NA
2008,LTER_3,Fringing,Turbinaria,2720,29.72,4.26,1.03,28.76,NA
2008,LTER_3,Fringing,Turbinaria,2361,28.91,4.16,0.87,33.3,NA
2008,LTER_3,Fringing,Turbinaria,2738,25.86,3.54,0.98,26.34,NA
2008,LTER_3,Fringing,Turbinaria,2554,28.89,4.06,0.58,49.68,NA
2008,LTER_3,Fringing,Turbinaria,2836,27.26,3.83,0.89,30.57,NA
2008,LTER_3,Reefcrest,Sargassum,2359,31.3,4.39,1.04,30.06,NA
2008,LTER_3,Reefcrest,Sargassum,2429,31.65,4.05,1.04,30.47,NA
2008,LTER_3,Reefcrest,Sargassum,2122,32.27,3.84,0.98,33.06,NA
2008,LTER_3,Reefcrest,Sargassum,2799,30.82,4.1,0.89,34.64,NA
2008,LTER_3,Reefcrest,Sargassum,2188,32.77,4.58,0.95,34.41,NA
2008,LTER_3,Reefcrest,Sargassum,2651,30.98,4.13,1.16,26.69,NA
2008,LTER_3,Reefcrest,Sargassum,2089,29.83,3.89,1.18,25.27,NA
2008,LTER_3,Reefcrest,Sargassum,2348,31.3,4.11,1.34,23.34,NA
2008,LTER_3,Reefcrest,Sargassum,2060,31.75,4.15,0.8,39.58,NA
2008,LTER_3,Reefcrest,Sargassum,2743,31.68,4.06,1.04,30.49,NA
2008,LTER_3,Reefcrest,Turbinaria,2517,29.81,4.36,0.65,46.04,NA
2008,LTER_3,Reefcrest,Turbinaria,2489,29.49,4.23,0.74,39.64,NA
2008,LTER_3,Reefcrest,Turbinaria,2387,31.28,4.55,0.76,41.14,NA
2008,LTER_3,Reefcrest,Turbinaria,1926,28.65,4.03,0.77,37.25,NA
2008,LTER_3,Reefcrest,Turbinaria,2633,29.38,4.13,0.68,42.93,NA
2008,LTER_3,Reefcrest,Turbinaria,2540,31.49,4.66,0.6,52.67,NA
2008,LTER_3,Reefcrest,Turbinaria,2518,30.78,4.47,0.63,49.04,NA
2008,LTER_3,Reefcrest,Turbinaria,2047,31.17,4.53,0.56,55.57,NA
2008,LTER_3,Reefcrest,Turbinaria,1961,29.5,4.07,0.6,48.82,NA
2008,LTER_3,Reefcrest,Turbinaria,2301,31.71,4.75,0.64,49.66,NA
2008,LTER_4,Backreef,Sargassum,2413,32.82,4.79,0.89,36.71,NA
2008,LTER_4,Backreef,Turbinaria,2760,29.05,4.22,0.75,38.81,NA
2008,LTER_4,Backreef,Turbinaria,1957,29.48,4.39,0.83,35.64,NA
2008,LTER_4,Backreef,Turbinaria,2677,27.07,4.02,0.61,44.11,NA
2008,LTER_4,Backreef,Turbinaria,2349,32.3,5.03,0.59,54.61,NA
2008,LTER_4,Backreef,Turbinaria,2661,28.56,4.38,0.57,50.33,NA
2008,LTER_4,Backreef,Turbinaria,3046,27.86,4.24,0.6,46.84,NA
2008,LTER_4,Backreef,Turbinaria,2066,28.23,4.13,0.67,41.98,NA
2008,LTER_4,Backreef,Turbinaria,2361,27.21,3.9,0.74,36.93,NA
2008,LTER_4,Backreef,Turbinaria,2771,27.91,4.06,0.71,39.28,NA
2008,LTER_4,Backreef,Turbinaria,2114,29.55,4.37,0.66,44.58,NA
2008,LTER_4,Fringing,Turbinaria,2266,27.02,3.57,0.78,34.79,NA
2008,LTER_4,Fringing,Turbinaria,2531,26.45,3.36,0.99,26.75,NA
2008,LTER_4,Fringing,Turbinaria,2433,28.38,3.7,0.81,35.16,NA
2008,LTER_4,Fringing,Turbinaria,2629,26.9,3.55,0.89,30.29,NA
2008,LTER_4,Fringing,Turbinaria,2369,27.48,3.49,0.9,30.72,NA
2008,LTER_4,Fringing,Turbinaria,2128,26.41,3.46,0.91,29.16,NA
2008,LTER_4,Fringing,Turbinaria,2412,26.62,3.38,0.8,33.31,NA
2008,LTER_4,Fringing,Turbinaria,2352,28.44,3.65,0.88,32.48,NA
2008,LTER_4,Fringing,Turbinaria,2112,27.25,3.44,0.85,31.98,NA
2008,LTER_4,Fringing,Turbinaria,2234,28.04,3.96,1.14,24.7,NA
2008,LTER_4,Reefcrest,Sargassum,2393,35.36,5.27,0.9,39.46,NA
2008,LTER_4,Reefcrest,Sargassum,2400,33.36,4.93,0.86,38.86,NA
2008,LTER_4,Reefcrest,Sargassum,2425,34.71,5.31,0.94,36.77,NA
2008,LTER_4,Reefcrest,Sargassum,2776,34.49,5.25,0.94,36.62,NA
2008,LTER_4,Reefcrest,Sargassum,2796,32.4,4.81,1.01,31.99,NA
2008,LTER_4,Reefcrest,Sargassum,2791,32.07,4.8,1.04,30.95,NA
2008,LTER_4,Reefcrest,Sargassum,2425,33.54,4.85,1.08,30.96,NA
2008,LTER_4,Reefcrest,Sargassum,2515,33.64,5.07,0.98,34.25,NA
2008,LTER_4,Reefcrest,Sargassum,2098,30.3,4.25,1.29,23.45,NA
2008,LTER_4,Reefcrest,Sargassum,2067,33.3,4.09,1.01,33,NA
2008,LTER_4,Reefcrest,Turbinaria,2217,30.24,4.48,0.63,48.26,NA
2008,LTER_4,Reefcrest,Turbinaria,2521,27.76,4.08,0.64,43.24,NA
2008,LTER_4,Reefcrest,Turbinaria,2904,24.06,3.52,0.57,42.52,NA
2008,LTER_4,Reefcrest,Turbinaria,2951,30.94,4.66,0.75,41.08,NA
2008,LTER_4,Reefcrest,Turbinaria,2454,30.15,3.86,0.84,36.13,NA
2008,LTER_4,Reefcrest,Turbinaria,3029,31.07,4.41,0.8,39.05,NA
2008,LTER_4,Reefcrest,Turbinaria,2638,28.36,4.03,0.71,39.8,NA
2008,LTER_4,Reefcrest,Turbinaria,2895,28.78,4.24,0.7,41.41,NA
2008,LTER_4,Reefcrest,Turbinaria,2023,28.59,4.02,0.64,44.87,NA
2008,LTER_4,Reefcrest,Turbinaria,2292,30.39,4.27,0.87,34.82,NA
2008,LTER_5,Backreef,Turbinaria,2210,28.7,3.78,0.65,43.92,NA
2008,LTER_5,Backreef,Turbinaria,2610,31.08,4.16,0.88,35.33,NA
2008,LTER_5,Backreef,Turbinaria,1953,32.29,4.32,0.68,47.31,NA
2008,LTER_5,Backreef,Turbinaria,2738,25.23,3.39,0.51,49.1,NA
2008,LTER_5,Backreef,Turbinaria,2648,27.94,3.71,0.61,45.76,NA
2008,LTER_5,Backreef,Turbinaria,2491,29.1,3.22,0.55,53.37,NA
2008,LTER_5,Backreef,Turbinaria,2989,29.79,3.82,0.6,49.73,NA
2008,LTER_5,Backreef,Turbinaria,2674,29.25,3.32,0.68,42.8,NA
2008,LTER_5,Backreef,Turbinaria,3041,31.37,4.08,0.47,66.6,NA
2008,LTER_5,Backreef,Turbinaria,2852,29.81,3.85,0.52,56.9,NA
2008,LTER_5,Fringing,Turbinaria,2398,25.62,3.34,0.69,37.43,NA
2008,LTER_5,Fringing,Turbinaria,2311,26.66,3.44,0.82,32.42,NA
2008,LTER_5,Fringing,Turbinaria,2559,30.53,3.94,0.97,31.65,NA
2008,LTER_5,Fringing,Turbinaria,2502,25.69,3.39,0.79,32.55,NA
2008,LTER_5,Fringing,Turbinaria,2839,26.89,3.58,0.8,33.8,NA
2008,LTER_5,Fringing,Turbinaria,1994,26.17,3.42,0.92,28.37,NA
2008,LTER_5,Fringing,Turbinaria,2427,30.72,3.99,0.85,36.17,NA
2008,LTER_5,Fringing,Turbinaria,2721,25.97,3.39,0.89,29.22,NA
2008,LTER_5,Fringing,Turbinaria,2556,25.86,3.43,0.74,34.77,NA
2008,LTER_5,Fringing,Turbinaria,2472,26.34,3.38,0.83,31.79,NA
2008,LTER_5,Reefcrest,Sargassum,2452,33.57,4.09,0.87,38.81,NA
2008,LTER_5,Reefcrest,Sargassum,2221,32.76,4.45,0.99,32.99,NA
2008,LTER_5,Reefcrest,Sargassum,2325,32.68,4.31,0.99,33.18,NA
2008,LTER_5,Reefcrest,Sargassum,2807,31.86,4.11,1,31.84,NA
2008,LTER_5,Reefcrest,Sargassum,2453,31.72,4.09,1.45,21.81,NA
2008,LTER_5,Reefcrest,Sargassum,2508,33.34,4.53,0.89,37.5,NA
2008,LTER_5,Reefcrest,Sargassum,2382,32.11,4.2,1.14,28.2,NA
2008,LTER_5,Reefcrest,Sargassum,2856,32.58,4.22,0.98,33.42,NA
2008,LTER_5,Reefcrest,Sargassum,2664,31.19,4.3,1.27,24.53,NA
2008,LTER_5,Reefcrest,Sargassum,2533,32.89,4.4,0.94,35.09,NA
2008,LTER_5,Reefcrest,Turbinaria,2585,30.56,3.85,0.71,43.23,NA
2008,LTER_5,Reefcrest,Turbinaria,2588,26.41,3.57,0.31,85.16,NA
2008,LTER_5,Reefcrest,Turbinaria,2104,37.76,4.37,0.74,51.06,NA
2008,LTER_5,Reefcrest,Turbinaria,2372,30.5,3.82,0.48,63.68,NA
2008,LTER_5,Reefcrest,Turbinaria,2420,32.5,4.37,0.39,82.72,NA
2008,LTER_5,Reefcrest,Turbinaria,2671,28.24,3.61,0.67,42.42,NA
2008,LTER_5,Reefcrest,Turbinaria,2850,30.87,4.08,0.72,43.18,NA
2008,LTER_5,Reefcrest,Turbinaria,2463,28.02,3.57,0.58,48.19,NA
2008,LTER_5,Reefcrest,Turbinaria,1998,33.71,4.62,0.35,97.41,NA
2008,LTER_5,Reefcrest,Turbinaria,2495,29.28,3.71,0.54,53.79,NA
2008,LTER_6,Backreef,Turbinaria,2439,32.08,4.63,0.78,41.03,NA
2008,LTER_6,Backreef,Turbinaria,2346,29.3,4.05,0.74,39.55,NA
2008,LTER_6,Backreef,Turbinaria,2404,30.2,4.32,0.64,47.37,NA
2008,LTER_6,Backreef,Turbinaria,2322,29.2,3.97,0.77,37.71,NA
2008,LTER_6,Backreef,Turbinaria,2313,28.97,4.03,0.73,39.65,NA
2008,LTER_6,Backreef,Turbinaria,1984,28.06,3.78,0.72,39.09,NA
2008,LTER_6,Backreef,Turbinaria,2063,29.6,3.98,0.8,36.93,NA
2008,LTER_6,Backreef,Turbinaria,1998,30.02,4.14,0.8,37.64,NA
2008,LTER_6,Backreef,Turbinaria,2587,30.27,4.42,0.72,42.12,NA
2008,LTER_6,Backreef,Turbinaria,2472,30.39,4.14,0.69,43.83,NA
2008,LTER_6,Fringing,Turbinaria,2341,28.16,3.65,0.86,32.75,NA
2008,LTER_6,Fringing,Turbinaria,2949,29.57,3.91,0.92,32.02,NA
2008,LTER_6,Fringing,Turbinaria,2912,28.49,3.78,0.98,29.17,NA
2008,LTER_6,Fringing,Turbinaria,2812,27.96,3.67,0.85,32.95,NA
2008,LTER_6,Fringing,Turbinaria,2150,29.68,3.83,0.9,32.89,NA
2008,LTER_6,Fringing,Turbinaria,2761,28.96,3.76,1.2,24.13,NA
2008,LTER_6,Fringing,Turbinaria,2797,27.99,3.53,0.95,29.62,NA
2008,LTER_6,Fringing,Turbinaria,2983,29.61,4.26,0.7,42.31,NA
2008,LTER_6,Fringing,Turbinaria,2464,27.65,3.79,0.81,34.21,NA
2008,LTER_6,Fringing,Turbinaria,2524,28.42,3.85,1.06,26.89,NA
2008,LTER_6,Reefcrest,Sargassum,3043,33.58,4.95,0.8,41.86,NA
2008,LTER_6,Reefcrest,Sargassum,2748,33.82,5.09,0.76,44.79,NA
2008,LTER_6,Reefcrest,Sargassum,2785,32.52,4.83,0.86,38.06,NA
2008,LTER_6,Reefcrest,Sargassum,2104,34.45,5.1,0.74,46.39,NA
2008,LTER_6,Reefcrest,Sargassum,2444,33.74,5.13,0.78,43.04,NA
2008,LTER_6,Reefcrest,Sargassum,2109,32.29,4.31,0.8,40.43,NA
2008,LTER_6,Reefcrest,Sargassum,2280,32.85,4.63,0.93,35.27,NA
2008,LTER_6,Reefcrest,Sargassum,2950,34.63,5.3,0.78,44.29,NA
